SiteKey,SiteID,SiteName,PlotID,AMUT,ASTRA,BRAR5,CHRYS9,CHVI8,JUOS,KOMA,PASM,PIED,POPR
1.71E+15,SDC 7326,Well pad SDC 7326,SDC 7326 Reference,40,2,2,2,2,4,4,24,6,4
